     PID         DATE      TIME      ELAPSED    CPU    MEM       RSS     VSIZE       CMD
   34769   2016-12-11  20:09:37        01:02  100.0    5.5    914752   3418116  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:38        01:03  100.0    5.4    914112   3417444  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:39        01:04  100.0    5.5    915680   3419012  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:40        01:05  100.0    5.5    915680   3419012  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:41        01:06   99.9    5.5    915680   3419012  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:42        01:07  100.0    5.5    915680   3419012  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:43        01:08  100.0    5.5    915680   3419012  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:44        01:09  100.0    5.5    915680   3419012  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:45        01:10   98.8    5.5    915680   3419012  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:46        01:11  100.0    5.5    915680   3419012  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:47        01:12   99.9    5.4    913344   3416676  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:48        01:13   99.9    5.4    912984   3415756  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:49        01:14   99.9    5.4    912984   3415756  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:50        01:15  100.0    5.4    912984   3415756  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:51        01:16  100.0    5.4    912984   3415756  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:52        01:17  100.0    5.4    912984   3415756  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:53        01:18  100.0    5.4    912984   3415756  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:54        01:19   99.7    5.4    912984   3415756  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:55        01:20  100.0    5.4    912984   3415756  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:56        01:21  100.0    5.4    912984   3415756  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
